OrderID,OrderDate,City,Region,Product,Category,Quantity,UnitPrice,Discount,Sales,Cost,Profit,PaymentMode
1229,2025-06-28,Lake Matthew,South,Headphones,Accessories,2,998,0,1996.0,1472.68,523.32,UPI
1230,2025-01-04,Hallland,North,Tablet,Accessories,2,526,10,946.8,595.44,351.36,Cash
1231,2026-01-09,Maddenshire,South,Speaker,Electronics,3,4080,0,12240.0,8914.02,3325.98,Card
1232,2025-11-18,Christopherhaven,South,Tablet,Electronics,2,2403,0,4806.0,3648.96,1157.04,Net Banking
1233,2025-11-20,Haasborough,South,Keyboard,Electronics,1,4215,20,3372.0,1869.29,1502.71,Card
1234,2024-06-25,East Michael,South,Tablet,Electronics,4,414,10,1490.4,1188.03,302.37,Card
1235,2023-11-29,New Tracyside,East,Keyboard,Electronics,1,517,15,439.45,273.42,166.03,Cash
1236,2025-06-14,North Erikshire,North,Mouse,Electronics,4,4025,0,16100.0,10512.64,5587.36,Cash
1237,2025-07-21,Baileychester,South,Monitor,Electronics,3,2398,10,6474.6,4619.47,1855.13,Card
1238,2023-11-28,Jacobburgh,East,Keyboard,Accessories,1,104,0,104.0,72.61,31.39,Net Banking
1239,2025-08-06,Romanside,West,Monitor,Accessories,3,925,15,2358.75,1310.17,1048.58,Cash
1240,2024-05-17,Gonzalezmouth,South,Monitor,Accessories,1,893,0,893.0,629.47,263.53,Cash
1241,2024-01-25,West Garyport,East,Keyboard,Office,5,4432,20,17728.0,10840.28,6887.72,Net Banking
1242,2026-05-31,Port Angelaburgh,North,Laptop,Office,1,971,5,922.45,635.45,287.0,Card
1243,2026-05-24,New Jamesview,East,Mouse,Office,2,3751,0,7502.0,3919.52,3582.48,Net Banking
1244,2024-06-05,Camposview,South,Tablet,Office,2,4470,5,8493.0,4358.13,4134.87,Cash
1245,2025-06-16,Alexishaven,North,Tablet,Electronics,5,2945,10,13252.5,8409.3,4843.2,Net Banking
1246,2025-02-06,Dustinmouth,South,Speaker,Accessories,4,4390,20,14048.0,10357.11,3690.89,Card
1247,2026-07-01,New Laurenchester,South,Tablet,Accessories,3,472,20,1132.8,587.06,545.74,UPI
1248,2024-06-03,South Arthurtown,West,Tablet,Office,2,3686,20,5897.6,3628.47,2269.13,Cash
1249,2025-05-13,Marcusport,South,Speaker,Office,2,1607,0,3214.0,1761.27,1452.73,UPI
1250,2024-12-23,Camachoside,East,Mouse,Electronics,5,3830,20,15320.0,10912.84,4407.16,Cash
1251,2025-02-04,Gregorystad,North,Printer,Electronics,3,4623,0,13869.0,7646.43,6222.57,Cash
1252,2025-08-30,Port Marymouth,East,Laptop,Office,1,1313,10,1181.7,919.57,262.13,Card
1253,2025-08-31,Kingmouth,East,Speaker,Accessories,2,4479,0,8958.0,4482.76,4475.24,Cash
1254,2025-02-27,Dixonburgh,West,Speaker,Accessories,1,4599,10,4139.1,2966.18,1172.92,Cash
1255,2024-12-03,Johnsonmouth,East,Headphones,Accessories,1,185,10,166.5,94.2,72.3,UPI
1256,2025-01-16,Hernandezport,West,Mouse,Office,5,4878,0,24390.0,17482.28,6907.72,Card
1257,2024-03-30,Smithmouth,West,Headphones,Accessories,4,1907,10,6865.2,3986.2,2879.0,Card
1258,2024-03-21,Port Ernestbury,North,Camera,Electronics,4,3119,5,11852.2,9133.9,2718.3,Net Banking
1259,2024-11-27,East Danielview,South,Mouse,Electronics,2,1542,5,2929.8,1965.6,964.2,Cash
1260,2023-08-08,East Tylerberg,South,Phone,Electronics,2,1555,15,2643.5,1866.87,776.63,UPI
1261,2026-01-08,New Jeffrey,West,Phone,Office,4,2109,15,7170.6,5541.0,1629.6,Card
1262,2024-09-04,Port Herbertview,North,Laptop,Office,1,916,15,778.6,478.99,299.61,UPI
1263,2024-05-09,Hermanport,North,Laptop,Electronics,2,2134,0,4268.0,2476.71,1791.29,Cash
1264,2025-04-12,Lake Lisaton,West,Headphones,Accessories,1,1757,5,1669.15,1075.15,594.0,Cash
1265,2023-09-03,Cindyland,East,Printer,Electronics,4,1365,5,5187.0,2680.45,2506.55,UPI
1266,2026-02-22,Port Roger,West,Headphones,Electronics,1,942,20,753.6,443.89,309.71,Card
1267,2024-09-03,Lake Rachelburgh,East,Mouse,Electronics,1,1956,15,1662.6,1023.52,639.08,Net Banking
1268,2025-09-14,North Steven,South,Phone,Accessories,1,4128,5,3921.6,3126.42,795.18,Cash
1269,2024-09-04,Lake Heatherborough,North,Laptop,Office,1,2833,0,2833.0,1722.88,1110.12,Card
1270,2025-07-04,North Johnside,South,Tablet,Electronics,2,3611,20,5777.6,3469.18,2308.42,Cash
1271,2024-02-25,Port Stevenfort,East,Camera,Office,5,2451,10,11029.5,8411.32,2618.18,Cash
1272,2024-06-05,New Jennifer,South,Headphones,Accessories,3,725,0,2175.0,1649.77,525.23,Card
1273,2024-10-20,Marcusbury,North,Speaker,Accessories,4,3759,15,12780.6,9513.81,3266.79,Cash
1274,2023-08-04,Alexisland,South,Tablet,Accessories,2,840,10,1512.0,1207.23,304.77,Cash
1275,2023-10-30,Lake Shannon,West,Speaker,Office,4,3572,15,12144.8,8598.84,3545.96,Cash
1276,2024-09-12,Shawnville,West,Printer,Office,2,2114,15,3593.8,2248.27,1345.53,Net Banking
1277,2024-01-31,Lake Debra,West,Printer,Office,5,4492,5,21337.0,13130.54,8206.46,Card
1278,2026-07-01,West Wendystad,North,Monitor,Office,1,2026,10,1823.4,913.27,910.13,Net Banking
1279,2023-11-07,Robertsborough,East,Headphones,Accessories,2,1002,0,2004.0,1549.91,454.09,Net Banking
1280,2025-03-21,Karahaven,South,Laptop,Office,2,4617,15,7848.9,4495.45,3353.45,Card
1281,2024-03-16,Rebeccaburgh,West,Monitor,Electronics,1,1272,15,1081.2,778.38,302.82,UPI
1282,2025-05-31,North Justinton,South,Laptop,Electronics,5,704,15,2992.0,2247.68,744.32,Cash
1283,2025-09-15,Lake Nicole,West,Headphones,Electronics,2,747,5,1419.3,742.46,676.84,Net Banking
1284,2026-03-18,Amberborough,East,Camera,Office,2,4420,10,7956.0,5100.24,2855.76,UPI
1285,2025-04-24,North Justin,North,Speaker,Electronics,3,1011,5,2881.35,1492.54,1388.81,Card
1286,2024-09-10,Port Danny,West,Printer,Office,1,3347,15,2844.95,2002.76,842.19,Cash
1287,2025-11-14,Maryton,West,Headphones,Accessories,5,4211,10,18949.5,13507.31,5442.19,UPI
1288,2024-04-12,Lopezbury,West,Speaker,Electronics,5,3192,5,15162.0,10961.22,4200.78,Card
1289,2023-09-21,Lake Michael,North,Camera,Accessories,4,1604,20,5132.8,3498.13,1634.67,Cash
1290,2025-03-07,Hutchinsonberg,East,Tablet,Electronics,4,3216,5,12220.8,6310.84,5909.96,Cash
1291,2024-05-31,West Ryanport,East,Laptop,Electronics,1,955,0,955.0,581.41,373.59,Cash
1292,2024-02-17,New Christine,North,Mouse,Electronics,2,4536,0,9072.0,4713.77,4358.23,Card
1293,2025-11-18,North Bill,North,Speaker,Accessories,1,2068,10,1861.2,978.08,883.12,UPI
1294,2026-04-25,Medinaberg,North,Monitor,Accessories,1,2677,0,2677.0,2096.23,580.77,Net Banking
1295,2023-08-06,East Glenborough,East,Headphones,Office,5,1696,10,7632.0,5537.42,2094.58,UPI
1296,2026-06-01,West Jenniferburgh,South,Laptop,Office,3,3436,20,8246.4,4373.07,3873.33,Net Banking
1297,2024-06-18,Karlashire,South,Camera,Electronics,4,4903,0,19612.0,11512.95,8099.05,UPI
1298,2023-09-29,Michaelfort,South,Printer,Office,2,1866,5,3545.4,2590.44,954.96,Cash
1299,2025-03-18,Loganborough,West,Laptop,Office,4,1174,10,4226.4,2481.96,1744.44,Net Banking
1300,2024-05-15,Moorebury,South,Speaker,Office,2,1810,20,2896.0,1975.25,920.75,Net Banking
1301,2026-07-10,Stephenville,East,Printer,Electronics,1,222,5,210.9,153.93,56.97,Net Banking
1302,2024-11-29,West Rubenville,East,Headphones,Electronics,1,3825,10,3442.5,1896.53,1545.97,Cash
1303,2026-06-19,Heathershire,South,Camera,Accessories,5,3076,10,13842.0,7291.53,6550.47,Net Banking
1304,2026-03-30,Beardstad,West,Laptop,Accessories,3,3721,5,10604.85,8292.45,2312.4,Cash
1305,2025-03-05,North Martinshire,South,Camera,Accessories,4,3450,20,11040.0,8557.57,2482.43,Cash
1306,2024-04-10,East Tonyamouth,East,Laptop,Office,3,783,15,1996.65,1301.38,695.27,UPI
1307,2025-12-04,West Thomasfort,North,Mouse,Accessories,2,4694,0,9388.0,5129.31,4258.69,Card
1308,2024-06-11,New Caitlin,West,Phone,Accessories,5,3370,0,16850.0,9552.52,7297.48,Net Banking
1309,2026-03-22,Alvarezfurt,South,Phone,Accessories,4,4483,15,15242.2,8120.06,7122.14,Net Banking
1310,2024-12-04,New Jacqueline,East,Speaker,Accessories,2,3389,10,6100.2,3168.09,2932.11,Card
1311,2024-04-15,South Andreville,South,Camera,Electronics,4,1036,10,3729.6,2373.42,1356.18,Card
1312,2024-01-10,Harrismouth,West,Laptop,Accessories,3,4754,0,14262.0,11357.45,2904.55,Net Banking
1313,2025-07-23,North Terrifurt,North,Tablet,Accessories,4,1848,0,7392.0,4165.01,3226.99,Cash
1314,2025-09-11,Port Kelliemouth,West,Phone,Accessories,2,784,5,1489.6,775.75,713.85,Net Banking
1315,2024-06-26,East Brianbury,East,Headphones,Electronics,4,4398,5,16712.4,11713.61,4998.79,UPI
1316,2025-10-16,Thompsonport,East,Tablet,Accessories,4,2901,10,10443.6,5737.3,4706.3,Net Banking
1317,2024-11-20,Christinefort,West,Laptop,Office,5,1416,15,6018.0,3649.36,2368.64,Card
1318,2025-01-17,Erinport,East,Laptop,Electronics,1,4838,20,3870.4,2103.12,1767.28,Net Banking
1319,2026-05-13,East David,West,Mouse,Office,2,4191,10,7543.8,4029.01,3514.79,UPI
1320,2024-02-02,East Barbara,North,Laptop,Electronics,4,1129,15,3838.6,2655.06,1183.54,Card
1321,2024-12-13,Braunfort,South,Monitor,Electronics,4,4573,5,17377.4,11821.55,5555.85,Card
1322,2025-05-19,Lake Toddview,North,Mouse,Accessories,5,217,10,976.5,726.65,249.85,UPI
1323,2024-10-15,New Philip,East,Printer,Accessories,4,3835,15,13039.0,8124.81,4914.19,Cash
1324,2025-09-30,Morganfort,South,Printer,Office,1,1540,15,1309.0,822.73,486.27,Card
1325,2026-04-12,Jeffreymouth,West,Mouse,Office,5,3670,15,15597.5,9132.47,6465.03,UPI
1326,2024-06-07,South Dennisfurt,West,Phone,Accessories,1,950,0,950.0,660.14,289.86,UPI
1327,2025-04-01,Port Andrea,East,Tablet,Electronics,4,4223,20,13513.6,10023.86,3489.74,Card
1328,2025-10-30,Belindaborough,West,Phone,Accessories,4,4618,15,15701.2,8389.94,7311.26,Net Banking
1329,2025-11-21,Richardville,South,Printer,Accessories,4,3342,0,13368.0,10452.24,2915.76,Cash
1330,2024-02-22,Adammouth,North,Tablet,Electronics,3,2618,15,6675.9,4686.42,1989.48,UPI
1331,2024-03-15,West Stephanieport,East,Monitor,Electronics,1,1356,10,1220.4,918.02,302.38,Net Banking
1332,2025-06-17,West Beckymouth,West,Laptop,Office,2,4652,15,7908.4,4411.29,3497.11,Net Banking
1333,2024-09-07,Christinachester,East,Printer,Electronics,2,3298,5,6266.2,3890.91,2375.29,Net Banking
1334,2023-09-09,Lake Eric,West,Mouse,Office,2,915,5,1738.5,1132.25,606.25,Card
1335,2026-06-16,Travisville,West,Laptop,Office,3,1769,0,5307.0,2801.99,2505.01,Card
1336,2026-07-09,South Justin,North,Headphones,Accessories,1,4553,0,4553.0,3057.51,1495.49,Cash
1337,2025-09-26,Floresbury,South,Tablet,Accessories,2,2063,5,3919.7,2309.0,1610.7,UPI
1338,2025-05-03,Joshuafort,North,Phone,Accessories,3,779,5,2220.15,1527.98,692.17,UPI
1339,2024-01-25,West Ashley,South,Phone,Electronics,1,1261,10,1134.9,656.65,478.25,Net Banking
1340,2025-11-24,North Robertshire,North,Tablet,Electronics,3,1803,15,4597.65,2437.68,2159.97,Net Banking
1341,2025-08-14,Sandovalshire,East,Camera,Electronics,1,1822,15,1548.7,948.7,600.0,Card
1342,2025-01-05,West Jeffreyhaven,North,Phone,Accessories,3,183,5,521.55,363.99,157.56,Cash
1343,2024-11-25,Port Nathan,East,Phone,Electronics,4,4576,0,18304.0,10021.74,8282.26,UPI
1344,2023-09-07,Johnchester,South,Keyboard,Accessories,5,288,20,1152.0,752.86,399.14,UPI
1345,2025-05-10,South Gregory,North,Headphones,Accessories,2,341,10,613.8,332.42,281.38,Cash
1346,2026-04-05,East Glennton,East,Camera,Office,4,1732,0,6928.0,4188.43,2739.57,Net Banking
1347,2026-04-24,Port Johnfurt,East,Headphones,Electronics,4,4299,15,14616.6,11352.78,3263.82,Cash
1348,2025-02-02,Mathisstad,East,Headphones,Electronics,4,942,20,3014.4,2224.46,789.94,Net Banking
1349,2023-09-21,New Tammyburgh,East,Monitor,Office,4,3754,15,12763.6,8665.19,4098.41,UPI
1350,2025-01-18,Fowlerhaven,East,Monitor,Office,5,3237,15,13757.25,7702.91,6054.34,UPI
1351,2024-01-08,New Carolynfort,East,Speaker,Accessories,4,1470,0,5880.0,4630.08,1249.92,Cash
1352,2024-11-01,West Jacob,North,Headphones,Accessories,5,4445,10,20002.5,12391.39,7611.11,Net Banking
1353,2024-10-21,Knappland,East,Monitor,Electronics,2,3030,5,5757.0,3003.96,2753.04,Cash
1354,2025-12-08,Brittanybury,East,Keyboard,Accessories,1,178,10,160.2,113.18,47.02,Cash
1355,2023-12-06,New Wanda,South,Printer,Electronics,2,4700,0,9400.0,5787.37,3612.63,UPI
1356,2024-01-01,Stephensfort,North,Speaker,Office,5,2377,20,9508.0,7453.14,2054.86,Net Banking
1357,2024-10-10,Vincentville,North,Camera,Accessories,4,2703,10,9730.8,5443.85,4286.95,UPI
1358,2024-07-19,Brettstad,South,Speaker,Accessories,3,3550,0,10650.0,5721.48,4928.52,Net Banking
1359,2025-07-23,Andrewborough,North,Camera,Accessories,2,4821,0,9642.0,5645.5,3996.5,Card
1360,2023-09-01,Ryantown,North,Monitor,Office,4,403,20,1289.6,999.97,289.63,UPI
1361,2024-12-19,Barrborough,West,Mouse,Accessories,1,3949,0,3949.0,2957.62,991.38,Cash
1362,2024-12-14,West Lisa,East,Camera,Office,3,3379,0,10137.0,6760.72,3376.28,UPI
1363,2025-03-20,South Nicole,North,Monitor,Office,4,2544,15,8649.6,5604.95,3044.65,UPI
1364,2023-08-31,Obrienland,South,Phone,Accessories,1,1935,0,1935.0,1446.68,488.32,Net Banking
1365,2025-04-27,West Stephanie,East,Printer,Electronics,2,1494,0,2988.0,1665.36,1322.64,UPI
1366,2024-06-15,New Carolinemouth,East,Phone,Accessories,3,452,0,1356.0,697.53,658.47,Cash
1367,2026-01-09,South Taraview,South,Speaker,Accessories,5,3209,10,14440.5,10246.97,4193.53,UPI
1368,2025-03-21,Brownbury,West,Camera,Office,2,2715,5,5158.5,3744.61,1413.89,UPI
1369,2025-11-24,Meltonfurt,West,Mouse,Accessories,5,4422,5,21004.5,14143.7,6860.8,Net Banking
1370,2026-04-13,South Adam,North,Monitor,Office,2,852,10,1533.6,1119.31,414.29,Card
1371,2026-03-17,Paulbury,North,Keyboard,Electronics,2,739,0,1478.0,1169.88,308.12,Card
1372,2026-05-26,Port Paulbury,East,Keyboard,Office,4,3254,5,12365.2,7991.55,4373.65,Cash
1373,2025-07-16,Fisherview,North,Headphones,Electronics,3,3819,5,10884.15,8210.37,2673.78,Cash
1374,2024-01-29,West Theresa,West,Keyboard,Electronics,4,3806,20,12179.2,7965.67,4213.53,Cash
1375,2024-08-17,East Timothy,North,Headphones,Accessories,4,1445,10,5202.0,4085.9,1116.1,UPI
1376,2025-08-21,South Daniel,South,Mouse,Electronics,1,2070,0,2070.0,1590.23,479.77,Net Banking
1377,2024-07-29,Lake Jeffrey,North,Monitor,Accessories,5,3808,10,17136.0,9933.29,7202.71,Card
1378,2025-03-08,Lake Holly,East,Laptop,Accessories,2,3351,20,5361.6,3373.81,1987.79,Cash
1379,2024-12-07,Brownhaven,West,Keyboard,Accessories,3,901,0,2703.0,1877.47,825.53,Card
1380,2023-11-20,Annatown,West,Printer,Accessories,4,1547,20,4950.4,2884.98,2065.42,UPI
1381,2024-08-11,North Ashley,North,Laptop,Office,1,2139,0,2139.0,1210.4,928.6,Cash
1382,2024-09-07,North Brianna,South,Speaker,Office,2,639,20,1022.4,542.19,480.21,Net Banking
1383,2023-09-18,Jerryland,East,Camera,Electronics,4,3318,0,13272.0,7511.51,5760.49,Card
1384,2025-10-23,Amyshire,East,Laptop,Electronics,2,2947,10,5304.6,3775.58,1529.02,Card
1385,2025-06-18,Fitzpatrickborough,South,Headphones,Accessories,5,4005,10,18022.5,13620.85,4401.65,UPI
1386,2024-11-15,North Gregorytown,South,Laptop,Office,2,1634,10,2941.2,2264.61,676.59,Net Banking
1387,2026-01-16,Meghanton,East,Phone,Electronics,4,2836,0,11344.0,6276.12,5067.88,UPI
1388,2026-02-01,Gordontown,West,Keyboard,Accessories,5,2984,15,12682.0,8559.69,4122.31,UPI
1389,2023-09-01,East Chrisshire,East,Keyboard,Office,1,242,20,193.6,136.3,57.3,Card
1390,2024-06-22,Jordanmouth,East,Camera,Accessories,2,869,0,1738.0,1027.82,710.18,Cash
1391,2023-09-10,Port Benjamin,West,Laptop,Accessories,5,2208,15,9384.0,5405.76,3978.24,Cash
1392,2026-01-18,Lake Tommyhaven,East,Printer,Office,3,4342,20,10420.8,6724.61,3696.19,UPI
1393,2024-10-15,West Lisa,South,Monitor,Accessories,2,3461,5,6575.9,4588.73,1987.17,UPI
1394,2025-05-31,Michaelfurt,North,Keyboard,Accessories,2,4831,15,8212.7,4991.89,3220.81,UPI
1395,2025-05-28,Ryanland,South,Mouse,Office,3,4563,15,11635.65,9264.3,2371.35,Cash
1396,2026-05-02,Amandaburgh,East,Mouse,Electronics,3,3303,20,7927.2,4955.99,2971.21,UPI
1397,2026-02-02,Lake Matthew,North,Tablet,Accessories,5,4360,10,19620.0,14719.93,4900.07,Cash
1398,2025-01-06,Mccoyport,South,Camera,Office,3,1002,0,3006.0,1952.93,1053.07,Card
1399,2023-10-29,Lake Jamesmouth,South,Mouse,Accessories,5,2473,20,9892.0,6602.34,3289.66,Cash
1400,2024-06-14,New Kathrynborough,South,Mouse,Office,1,2514,0,2514.0,1599.3,914.7,UPI
1401,2024-04-13,Madisonburgh,East,Laptop,Electronics,1,4100,10,3690.0,1850.63,1839.37,Cash
1402,2023-08-02,West Ryanbury,South,Phone,Office,2,2968,10,5342.4,3929.76,1412.64,Cash
1403,2025-07-29,Baldwinfort,North,Mouse,Electronics,2,1711,15,2908.7,1965.02,943.68,UPI
1404,2023-12-12,Lake James,West,Tablet,Accessories,4,3005,5,11419.0,8490.17,2928.83,UPI
1405,2024-07-24,Garciastad,West,Monitor,Office,3,2574,20,6177.6,3664.68,2512.92,Card
1406,2024-10-23,Lake Brenda,South,Mouse,Accessories,2,2148,5,4081.2,2550.32,1530.88,UPI
1407,2023-12-03,Chelseaview,West,Tablet,Electronics,3,4742,15,12092.1,8026.12,4065.98,Card
1408,2024-03-04,Lake Brooke,East,Camera,Accessories,5,3720,10,16740.0,10900.16,5839.84,Net Banking
1409,2024-07-24,Suttonburgh,North,Tablet,Electronics,4,3544,15,12049.6,7692.29,4357.31,Card
1410,2026-05-06,South Kimberly,East,Headphones,Office,5,2577,5,12240.75,8251.45,3989.3,Cash
1411,2025-12-01,North Krystalberg,North,Camera,Office,1,3316,5,3150.2,1955.9,1194.3,Net Banking
1412,2023-08-23,Ortiztown,North,Monitor,Office,1,793,0,793.0,460.77,332.23,UPI
1413,2024-05-17,Port Martin,North,Phone,Office,3,4732,15,12066.6,8533.23,3533.37,UPI
1414,2025-10-30,West Sandymouth,West,Headphones,Electronics,2,4329,5,8225.1,5499.42,2725.68,Card
1415,2024-10-29,New Miranda,South,Phone,Electronics,3,2646,0,7938.0,5887.5,2050.5,UPI
1416,2024-04-19,Lutztown,South,Phone,Accessories,2,1091,20,1745.6,923.53,822.07,UPI
1417,2025-02-16,South Reneeberg,North,Mouse,Accessories,5,3735,15,15873.75,8201.9,7671.85,Net Banking
1418,2026-06-27,Jonathanton,West,Speaker,Electronics,2,2024,20,3238.4,1872.06,1366.34,Net Banking
1419,2025-09-23,Clarkport,South,Headphones,Office,2,277,5,526.3,285.52,240.78,Card
1420,2024-05-08,Port Davidville,North,Speaker,Accessories,4,4035,10,14526.0,8524.36,6001.64,Cash
1421,2026-06-15,Timothystad,North,Camera,Accessories,3,3304,15,8425.2,5975.96,2449.24,Net Banking
1422,2023-10-06,Jamieburgh,West,Laptop,Office,2,329,10,592.2,377.31,214.89,Cash
1423,2025-02-25,Amandaburgh,East,Headphones,Accessories,1,3741,0,3741.0,2889.67,851.33,Net Banking
1424,2024-02-05,Francomouth,South,Monitor,Office,3,174,5,495.9,301.17,194.73,Net Banking
1425,2025-07-15,North Jaimeport,East,Speaker,Accessories,5,614,5,2916.5,2032.15,884.35,Net Banking
1426,2025-12-12,Dalemouth,North,Camera,Accessories,2,2380,10,4284.0,3328.85,955.15,Net Banking
1427,2025-05-03,East Andrea,East,Headphones,Office,5,1577,20,6308.0,4494.77,1813.23,Cash
1428,2025-06-20,North Brittanymouth,West,Phone,Electronics,5,4857,10,21856.5,14760.74,7095.76,UPI
1429,2025-03-29,East Jennifer,West,Camera,Accessories,2,1998,0,3996.0,2795.51,1200.49,Card
1430,2025-05-29,New Randyside,West,Tablet,Electronics,2,963,5,1829.7,1314.55,515.15,UPI
1431,2025-02-20,New Timothy,North,Camera,Accessories,5,2151,0,10755.0,5498.23,5256.77,UPI
1432,2024-03-14,Tamaraland,West,Headphones,Office,2,2730,0,5460.0,3874.51,1585.49,Card
1433,2025-03-15,Douglasstad,East,Keyboard,Electronics,2,2168,15,3685.6,2326.55,1359.05,Card
1434,2024-02-18,North Katherinemouth,North,Phone,Electronics,4,4429,5,16830.2,8849.41,7980.79,UPI
1435,2024-04-07,Port Jonathanview,North,Monitor,Electronics,2,142,10,255.6,187.18,68.42,Net Banking
1436,2026-06-22,West Timothy,East,Monitor,Office,2,1799,20,2878.4,2153.83,724.57,Card
1437,2024-06-21,Clarkburgh,North,Speaker,Electronics,1,3695,15,3140.75,2159.71,981.04,Card
1438,2024-03-09,Katrinamouth,South,Laptop,Office,5,2543,0,12715.0,6807.33,5907.67,Cash
1439,2025-11-01,Port Lynn,East,Tablet,Office,1,1935,10,1741.5,1352.59,388.91,Cash
1440,2023-11-11,North Lance,South,Printer,Office,1,1393,10,1253.7,654.97,598.73,Cash
1441,2024-11-10,Branditon,North,Speaker,Accessories,4,564,20,1804.8,1280.06,524.74,Cash
1442,2025-07-19,Wendyshire,South,Monitor,Electronics,1,364,10,327.6,205.22,122.38,Card
1443,2026-04-21,Jonesmouth,North,Keyboard,Accessories,2,4581,10,8245.8,6409.07,1836.73,UPI
1444,2025-11-06,Port Ryan,West,Speaker,Office,5,389,10,1750.5,1390.45,360.05,UPI
1445,2025-03-11,Davidland,North,Phone,Electronics,5,4022,5,19104.5,11102.63,8001.87,Net Banking
1446,2023-10-29,South Jesseburgh,East,Keyboard,Electronics,5,1945,10,8752.5,5509.3,3243.2,UPI
1447,2026-05-07,North Kimberlyhaven,West,Laptop,Office,1,1707,20,1365.6,931.94,433.66,Net Banking
1448,2025-09-13,Jenniferton,West,Tablet,Office,1,3271,15,2780.35,1970.25,810.1,Card
1449,2024-08-10,North Matthew,East,Monitor,Electronics,1,3687,0,3687.0,2835.83,851.17,Cash
1450,2024-02-22,Byrdside,North,Keyboard,Accessories,4,574,5,2181.2,1242.43,938.77,UPI
1451,2024-01-02,Oscarberg,South,Camera,Electronics,1,2147,0,2147.0,1122.85,1024.15,Cash
1452,2024-11-30,Port Jenniferfurt,South,Mouse,Electronics,1,2673,10,2405.7,1637.62,768.08,Net Banking
1453,2026-07-31,Cartermouth,South,Camera,Office,4,1102,0,4408.0,2305.0,2103.0,Cash
1454,2024-01-16,South Suzanneborough,East,Keyboard,Office,2,3733,10,6719.4,5257.45,1461.95,Cash
1455,2024-07-11,Alexisfurt,East,Tablet,Office,3,4535,20,10884.0,5782.82,5101.18,Net Banking
1456,2025-05-10,South Thomasshire,South,Mouse,Office,3,742,5,2114.7,1635.96,478.74,Card
1457,2025-03-07,Samuelchester,South,Camera,Office,1,3150,5,2992.5,1528.45,1464.05,Net Banking
1458,2024-04-03,Steinmouth,East,Mouse,Office,1,274,15,232.9,174.88,58.02,Net Banking
1459,2024-05-25,Cooperland,West,Camera,Electronics,3,792,0,2376.0,1386.94,989.06,Net Banking
1460,2025-08-15,Carterview,West,Headphones,Office,4,3737,0,14948.0,8480.52,6467.48,Net Banking
1461,2024-02-17,Vazquezbury,East,Laptop,Office,5,528,10,2376.0,1210.31,1165.69,Cash
1462,2025-04-24,Carterland,East,Speaker,Accessories,3,4941,5,14081.85,10239.98,3841.87,Net Banking
1463,2025-02-07,Jamesstad,East,Printer,Accessories,1,994,20,795.2,490.19,305.01,Net Banking
1464,2024-12-06,Smithton,West,Camera,Office,5,4755,20,19020.0,10994.13,8025.87,Card
1465,2025-02-14,Grossland,East,Phone,Electronics,2,224,10,403.2,298.32,104.88,Cash
1466,2026-01-07,Hamiltonberg,East,Monitor,Accessories,3,4778,15,12183.9,6233.06,5950.84,Cash
1467,2025-11-02,Kellershire,East,Mouse,Electronics,5,201,0,1005.0,595.03,409.97,Net Banking
1468,2025-08-01,Phillipborough,North,Monitor,Accessories,4,241,15,819.4,411.88,407.52,Card
1469,2024-06-11,South Stephentown,East,Speaker,Office,4,579,20,1852.8,1448.24,404.56,Cash
1470,2025-12-31,Henryport,East,Mouse,Accessories,1,3708,5,3522.6,2033.96,1488.64,Card
1471,2023-11-20,Wallerton,North,Keyboard,Electronics,2,1529,5,2905.1,2211.86,693.24,UPI
1472,2024-11-01,Lake Kimberlyview,North,Printer,Office,2,4251,15,7226.7,4870.56,2356.14,Card
1473,2023-12-02,Roberttown,East,Printer,Office,1,2222,10,1999.8,1009.57,990.23,UPI
1474,2026-03-28,Port Eric,West,Phone,Office,5,2022,10,9099.0,4847.48,4251.52,UPI
1475,2024-10-22,Davisstad,West,Phone,Office,2,1771,10,3187.8,2139.36,1048.44,Net Banking
1476,2026-06-18,Fordview,East,Monitor,Accessories,3,1272,0,3816.0,2281.82,1534.18,Cash
1477,2025-11-11,Marktown,East,Laptop,Accessories,4,2508,20,8025.6,4087.82,3937.78,Card
1478,2023-12-27,Aliciaborough,East,Printer,Office,5,309,0,1545.0,1054.79,490.21,Cash
1479,2026-07-08,Bakerborough,South,Tablet,Office,2,3203,20,5124.8,2612.52,2512.28,UPI
1480,2025-08-04,Leport,West,Printer,Office,1,1939,20,1551.2,1009.91,541.29,UPI
1481,2025-09-20,New Sarah,West,Monitor,Accessories,5,521,20,2084.0,1337.3,746.7,Card
1482,2025-06-13,Jamesview,East,Keyboard,Accessories,5,2500,5,11875.0,7108.44,4766.56,Cash
1483,2024-01-01,New Nicholefort,West,Monitor,Electronics,1,2074,15,1762.9,1269.01,493.89,Cash
1484,2026-04-20,East Vanessa,West,Speaker,Electronics,5,4242,0,21210.0,16424.83,4785.17,Net Banking
1485,2024-05-05,Thompsonview,South,Printer,Electronics,4,1982,20,6342.4,4746.31,1596.09,Net Banking
1486,2024-10-04,Lake Troy,East,Monitor,Accessories,5,1231,20,4924.0,2846.48,2077.52,UPI
1487,2024-05-07,Mirandafurt,South,Speaker,Accessories,1,3446,15,2929.1,1908.33,1020.77,Card
1488,2024-04-04,West Thomasshire,West,Mouse,Office,2,3819,0,7638.0,4201.14,3436.86,Net Banking
